Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-18151000135,03/14/2019,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,POLK,1012200,SCOTCH WHISKIES,260,DIAGEO AMERICAS,10278,USHER'S GREEN STRIPE,6,1750,10,15,6,90,10.5,2.77
INV-17954700027,03/06/2019,2606,HY-VEE WINE AND SPIRITS / HUMBOLDT,1011  13TH ST NORTH,HUMBOLDT,50548,POINT (-94.227116 42.733221),46,HUMBOLDT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,84,1964.76,63,16.64
INV-18016900019,03/08/2019,5609,CASEY'S GENERAL STORE #2682 / OELWEIN,105 1ST AVE SE,OELWEIN,50662,POINT (-91.911999 42.676653),33,FAYETTE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,6,140.34,4.5,1.18
INV-18112800023,03/13/2019,2500,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,,85,STORY,1012100,CANADIAN WHISKIES,421,SAZERAC COMPANY  INC,12888,RICH & RARE,6,1750,8.98,13.47,6,80.82,10.5,2.77
INV-18221100024,03/19/2019,3666,TARGET STORE T-1771 / CEDAR RAPIDS,3400 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.716111 41.944272),57,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18057500007,03/11/2019,4267,MAIN STREET MARKET OF ANITA,735 MAIN ST,ANITA,50020,POINT (-94.765365 41.444887),15,CASS,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-18154200002,03/14/2019,2612,HY-VEE STORE / PERRY,1215  141 ST,PERRY,50220,POINT (-94.104501 41.830292),25,DALLAS,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,3,65.25,5.25,1.38
INV-17883500001,03/04/2019,5472,STATION MART 2,1119 RIVER FOREST RD,EVANSDALE,50707,POINT (-92.297765 42.462807),7,BLACK HAWK,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-17876200016,03/04/2019,5128,PRICE CHOPPER  /  BEAVER #1310,1819 BEAVER AVE,DES MOINES,50310,POINT (-93.672695 41.610525),77,POLK,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,6,60.78,4.5,1.18
INV-17953300029,03/06/2019,2562,HY-VEE FOOD STORE / FORT DODGE,115 SOUTH 29TH ST,FORT DODGE,50501,POINT (-94.15824700000002 42.504742),94,WEBSTER,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18122800011,03/13/2019,2621,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,POINT (-96.364108 42.487752),97,WOODBURY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18118300056,03/13/2019,3723,J D SPIRITS LIQUOR,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67,MONONA,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10625,CANADIAN CLUB WHISKY PET,12,750,8,12,2,24,1.5,0.39
INV-18013900010,03/08/2019,4786,CASEY'S GENERAL STORE #1706 / WINTERSET,1021 N 1ST ST,WINTERSET,50273,POINT (-94.013479 41.34362600000001),61,MADISON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10834,CROWN ROYAL BLACK,24,375,8.25,12.38,3,37.14,1.12,0.29
INV-18087600019,03/12/2019,5151,IDA LIQUOR,"500, HWY 175",IDA GROVE,51445,,47,IDA,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64867,FIREBALL CINNAMON WHISKEY,12,1000,11.34,17.01,12,204.12,12,3.17
INV-18214000046,03/19/2019,3944,SAM'S CLUB 4973 / DUBUQUE,4400 ASBURY RD,DUBUQUE,52002,POINT (-90.737821 42.515289),31,DUBUQUE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,24,680.16,24,6.34
INV-18094400006,03/12/2019,4337,GRAND FALLS CASINO RESORT,1415 GRAND FALLS BLVD,LARCHWOOD,51241,,60,LYON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,15.59,23.39,8,187.12,6,1.58
INV-17856800014,03/01/2019,4249,FAREWAY STORES #048 / CLARINDA,115 ESSIE DAVISON DR,CLARINDA,51632,POINT (-95.040293 40.724008),73,PAGE,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-17907200025,03/04/2019,5662,RIVERSIDE LIQUOR 2 / DAVENPORT,1528 W LOCUST,DAVENPORT,52804,POINT (-90.59739400000001 41.53826),82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,4,48,1.5,0.39
INV-18183000027,03/18/2019,3868,WAL-MART 3630 / MARION,5491 BUSINESS HWY 151,MARION,52302,,57,LINN,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-17989200006,03/07/2019,2515,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,POINT (-93.23551 43.149557),17,CERRO GORDO,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100015,FIREBALL BAG IN BOX,3,3500,30,45,15,675,52.5,13.86
INV-18068300014,03/12/2019,5286,SAUCE,"108, COLLEGE",IOWA CITY,52240,,52,JOHNSON,1062200,WHITE RUM,35,BACARDI USA INC,43127,BACARDI SUPERIOR,12,1000,9.5,14.25,12,171,12,3.17
INV-17994700031,03/07/2019,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,100612,JOHNNIE WALKER DISCOVERY PACK,12,250,21.5,32.25,12,387,3,0.79
INV-18130600019,03/14/2019,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10826,CROWN ROYAL XO,12,750,24.99,37.49,1,37.49,0.75,0.19
INV-18115200032,03/13/2019,4879,SAM'S MINI MART / MORNINGSIDE AVE SIOUX CITY,4218 MORNINGSIDE AVE,SIOUX CITY,51106,POINT (-96.352851 42.47063),97,WOODBURY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-17974100090,03/06/2019,3869,BOOTLEGGIN' BARZINI'S FIN,412  1ST AVE,CORALVILLE,52241,POINT (-91.565517 41.672672),52,JOHNSON,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,1,10.13,0.75,0.19
INV-18075600013,03/12/2019,4622,QUIK TRIP #544 / SE 14TH DM,"3941, SE 14TH ST",DES MOINES,50320,POINT (-93.596748 41.548497),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,6,72,2.25,0.59
INV-17911900100,03/05/2019,2549,HY-VEE FOOD STORE / INDIANOLA,910 N JEFFERSON,INDIANOLA,50125,,91,WARREN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,24,561.36,18,4.75
INV-17995400006,03/07/2019,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-18014800010,03/08/2019,5352,CASEY'S GENERAL STORE # 3565/ TRIPOLI,600 7TH AVE,TRIPOLI,50676,,9,BREMER,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,6,130.5,10.5,2.77
INV-18284000004,03/21/2019,4997,DOWNTOWN PANTRY,"218, 6TH AVE #101",DES MOINES,50309,POINT (-93.62452 41.585651),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,6,72,2.25,0.59
INV-18400900056,03/27/2019,2502,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,,77,POLK,1062500,FLAVORED RUM,65,JIM BEAM BRANDS,44476,CRUZAN COCONUT,12,750,7,10.5,12,126,9,2.37
INV-18290600107,03/22/2019,2620,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,POLK,1082000,IMPORTED CORDIALS & LIQUEURS,330,GEMINI SPIRITS,66936,GRANGALA TRIPLE ORANGE LIQUEUR,12,750,9.8,14.7,4,66.12,3,0.79
INV-18260800017,03/20/2019,3447,SAM'S CLUB 6432 / SIOUX CITY,4201 S. YORK ST.,SIOUX CITY,51106,POINT (-96.37082 42.43407),97,WOODBURY,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,12,261,21,5.54
INV-18015700002,03/08/2019,3721,WAL-MART 0913 / DECORAH,1798 OLD STAGE RD,DECORAH,52101,POINT (-91.753135 43.290041),96,WINNESHIEK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,36,842.04,27,7.13
INV-18433800014,03/28/2019,4577,CASEY'S GENERAL STORE #2551 / WOODWARD,"906, S MAIN ST",WOODWARD,50276,POINT (-93.9222 41.848949),25,DALLAS,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,6,60.78,4.5,1.18
INV-18362400086,03/26/2019,2552,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.658577 41.955859),57,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10789,CROWN ROYAL VANILLA,44,200,4.72,7.08,3,21.24,0.6,0.15
INV-18290600091,03/22/2019,2620,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,POLK,1062200,WHITE RUM,434,LUXCO INC,45278,PARAMOUNT WHITE RUM,6,1750,7.84,11.76,12,141.12,21,5.54
INV-17975000017,03/06/2019,5514,JOHNCY'S LIQUOR STORE,585 HWY 965 STE D & E,NORTH LIBERTY,52317,POINT (-91.60761 41.738129),52,JOHNSON,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18112800088,03/13/2019,2500,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,,85,STORY,1031100,AMERICAN VODKAS,380,PHILLIPS BEVERAGE,37348,PHILLIPS VODKA,6,1750,7.6,11.4,6,68.4,10.5,2.77
INV-18498600001,04/02/2019,5286,SAUCE,"108, COLLEGE",IOWA CITY,52240,,52,JOHNSON,1062500,FLAVORED RUM,370,PERNOD RICARD USA,42717,MALIBU COCONUT RUM,12,1000,10.99,16.49,12,197.88,12,3.17
INV-18412700007,03/28/2019,3456,QUICK SHOP / CLEAR LAKE,904 N 8TH ST,CLEAR LAKE,50428,POINT (-93.378772 43.142868),17,CERRO GORDO,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,12,340.08,12,3.17
INV-17941100083,03/05/2019,5326,ALS LIQUOR,215 W. MILWAUKEE AVE,STORM LAKE,50588,POINT (-95.202405 42.647492),11,BUENA VISTA,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-17892700005,03/04/2019,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,POLK,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57,24,349.68,24,6.34
INV-18307400002,03/22/2019,4317,FAREWAY STORES #941 / GREENFIELD,212 SW KENT,GREENFIELD,50849,POINT (-94.462719 41.303167),1,ADAIR,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18418900035,03/28/2019,4368,KUM & GO #570 / JOHNSTON,5800 NORTHGLEN DR,JOHNSTON,50131,POINT (-93.698308 41.682764),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,1,12,0.37,0.09
INV-18034300007,03/11/2019,5046,WEST K MART,"707, PALEAN ST",KEOKUK,52632,POINT (-91.391355 40.393735),56,LEE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,24,288,9,2.37
INV-17904300001,03/04/2019,4698,QUALITY QUICK STOP,201 W BURLINGTON AVE,FAIRFIELD,52556,POINT (-91.965379 41.006639),51,JEFFERSON,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18105900015,03/13/2019,2522,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,HWY 9 & 71,SPIRIT LAKE,51360,,30,DICKINSON,1071100,COCKTAILS/RTD,395,PROXIMO,59154,1800 ULTIMATE MARGARITA,6,1750,10.04,15.06,6,90.36,10.5,2.77
INV-18358700001,03/26/2019,5437,GREAT PASTIMES,228 N MAIN ST.,MONTICELLO,52310,POINT (-91.183413 42.24013200000001),53,JONES,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-18298900008,03/22/2019,3721,WAL-MART 0913 / DECORAH,1798 OLD STAGE RD,DECORAH,52101,POINT (-91.753135 43.290041),96,WINNESHIEK,1012200,SCOTCH WHISKIES,421,SAZERAC COMPANY  INC,10008,SCORESBY RARE SCOTCH,6,1750,10.5,15.75,6,94.5,10.5,2.77
INV-18214400003,03/19/2019,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1012200,SCOTCH WHISKIES,260,DIAGEO AMERICAS,5326,JOHNNIE WALKER BLACK,12,750,21.49,32.24,3,96.72,2.25,0.59
INV-18333400009,03/25/2019,5704,WASHINGTON LIQUOR & TOBACCO OUTLET,304 WEST MADISON STREET,WASHINGTON,52353,POINT (-91.694639 41.296493),92,WASHINGTON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,1,23.39,0.75,0.19
INV-18215300044,03/19/2019,4167,"IOWA STREET MARKET, INC.",1256 IOWA ST,DUBUQUE,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,2,22.06,0.6,0.15
INV-17932500018,03/05/2019,5294,YESWAY STORE # 10022/ WATERLOO,1976 FRANKLIN ST,WATERLOO,50703,POINT (-92.314939 42.495308),7,BLACK HAWK,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18010700001,03/08/2019,3813,CGI FOODS,104 NORTH FILLMORE,MOUNT AYR,50854,POINT (-94.238806 40.714826),80,RINGGOLD,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,6,130.5,10.5,2.77
INV-18197500018,03/18/2019,5070,JEFF'S MARKET / WILTON,101 E 4TH ST,WILTON,52778,POINT (-91.016579 41.58873),70,MUSCATINE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-18119800009,03/13/2019,3990,CORK AND BOTTLE / OSKALOOSA,309 A AVE WEST,OSKALOOSA,52577,POINT (-92.648153 41.296228),62,MAHASKA,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-18174000022,03/18/2019,5566,EAST END LIQUOR & TOBACCO,3804 HUBBELL AVE,DES MOINES,50317,POINT (-93.541351 41.630849),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18155900004,03/15/2019,2550,HY-VEE FOOD STORE / OSCEOLA,510 WEST MCLANE,OSCEOLA,50213,POINT (-93.77321 41.030569),20,CLARKE,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,3,58.47,5.25,1.38
INV-18017900012,03/08/2019,4133,MCCOY'S 1447,1447  2ND ST,WEBSTER CITY,50595,POINT (-93.83997 42.469614),40,HAMILTON,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-17931200005,03/05/2019,2572,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,3,36,1.12,0.29
INV-18331200014,03/25/2019,3882,KWIK SHOP #579 / DAVENPORT,2805 TELEGRAPH RD,DAVENPORT,52802,,82,SCOTT,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,86881,SOUTHERN COMFORT MINI,10,600,5.65,8.48,2,16.96,1.2,0.31
INV-17952800080,03/06/2019,3704,CELTICS BEVERAGE COMPANY,1122 BROADWAY,EMMETSBURG,50536,POINT (-94.678807 43.10937),74,PALO ALTO,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57,3,43.71,3,0.79
INV-18002700010,03/07/2019,5203,KIMMES COON RAPIDS COUNTRY STORE #12,"516, HIGHWAY 141",COON RAPIDS,50058,POINT (-94.678374 41.865913),14,CARROLL,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-17933900009,03/05/2019,4248,FAREWAY STORES #021 / SHELDON,2603 PARK ST,SHELDON,51201,POINT (-95.821001 43.186061),71,O'BRIEN,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18096500009,03/12/2019,3695,MRS. B'S LIQUOR,623 S MARION ST,REMSEN,51050,POINT (-95.977022 42.808951),75,PLYMOUTH,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10792,CROWN ROYAL VANILLA,12,1000,18.89,28.34,12,340.08,12,3.17
INV-18216200041,03/19/2019,5660,NORTH SIDE LIQUOR & TOBACCO / DUBUQUE,2013 CENTRAL AVE,DUBUQUE,52001,POINT (-90.670151 42.5116),31,DUBUQUE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10790,CROWN ROYAL VANILLA,24,375,8,12,3,36,1.12,0.29
INV-17856000049,03/01/2019,5505,LIQUOR BARN II,721 CENTRAL AVE W,HAMPTON,50441,POINT (-93.21693 42.741728),35,FRANKLIN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,2,22.06,0.6,0.15
INV-18099100002,03/13/2019,2551,HY-VEE FOOD STORE / CHARITON,2001 WEST COURT,CHARITON,50049,,59,LUCAS,1062200,WHITE RUM,35,BACARDI USA INC,43388,CASTILLO SILVER RUM,6,1750,8.33,12.5,6,75,10.5,2.77
INV-17952800084,03/06/2019,3704,CELTICS BEVERAGE COMPANY,1122 BROADWAY,EMMETSBURG,50536,POINT (-94.678807 43.10937),74,PALO ALTO,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,3,30.39,2.25,0.59
INV-18326900016,03/25/2019,5149,B S MINI MART INC,"1900, SUMMER ST",BURLINGTON,52601,POINT (-91.116076 40.789013),29,DES MOINES,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,10,110.3,3,0.79
INV-18241500075,03/20/2019,2606,HY-VEE WINE AND SPIRITS / HUMBOLDT,1011  13TH ST NORTH,HUMBOLDT,50548,POINT (-94.227116 42.733221),46,HUMBOLDT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10789,CROWN ROYAL VANILLA,44,200,4.72,7.08,3,21.24,0.6,0.15
INV-18321500007,03/25/2019,3744,RANDY'S NEIGHBORHOOD MARKET / DYERSVILLE,733 16TH AVE SE,DYERSVILLE,52040,POINT (-91.115769 42.470204),31,DUBUQUE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-17984400008,03/07/2019,4397,QUIK TRIP #514 / ANKENY,802 E 1ST ST,ANKENY,50021,POINT (-93.586368 41.731862),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,10,110.3,3,0.79
INV-18072700091,03/12/2019,2605,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,POINT (-91.668909 42.034799),57,LINN,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18042700003,03/11/2019,4019,WAL-MART 1506 / MANCHESTER,1220 WEST MAIN,MANCHESTER,52057,,28,DELAWARE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,12,280.68,9,2.37
INV-18356200005,03/26/2019,4334,FAREWAY STORES #114 / DUBUQUE,2050 JOHN F KENNEDY RD,DUBUQUE,52001,,31,DUBUQUE,1062100,GOLD RUM,434,LUXCO INC,45248,PARAMOUNT GOLD RUM,6,1750,7.84,11.76,6,70.56,10.5,2.77
INV-17956400012,03/06/2019,2500,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,,85,STORY,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18011300013,03/08/2019,4246,FAREWAY STORES #938 / SHENANDOAH,1007 S FREMONT ST,SHENANDOAH,51601,,73,PAGE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,24,561.36,18,4.75
INV-18157600004,03/15/2019,4547,FAREWAY STORES #902 / HAMPTON,309 CENTRAL AVE WEST,HAMPTON,50441,POINT (-93.211676 42.741748),35,FRANKLIN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,12,280.68,9,2.37
INV-18302000004,03/22/2019,4172,SHAMROCK SPIRITS,1204 WATER ST PO BOX 177,ALDEN,50006,POINT (-93.376271 42.520423),42,HARDIN,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57,3,43.71,3,0.79
INV-17895200008,03/04/2019,4159,FAREWAY STORES #073 / COUNCIL BLUFFS,310 MCKENZIE AVE,COUNCIL BLUFFS,51503,POINT (-95.81799100000002 41.280084),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,3,30.39,2.25,0.59
INV-17898800010,03/04/2019,4364,KUM & GO #22 / GRINNELL,715 LANG CREEK AVE,GRINNELL,50112,POINT (-92.726361 41.699795),79,POWESHIEK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,2,24,0.75,0.19
INV-17914000086,03/05/2019,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,POINT (-91.60978 41.976835),57,LINN,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18178500024,03/18/2019,2673,HY-VEE # 6/ DES MOINES,420 COURT AVE,DES MOINES,50309,POINT (-93.62245400000002 41.584842),77,POLK,1012200,SCOTCH WHISKIES,421,SAZERAC COMPANY  INC,10006,SCORESBY RARE SCOTCH,12,750,5.13,7.7,12,92.4,9,2.37
INV-18248200013,03/20/2019,5465,KUM & GO #1215 / AMES,4506 LINCOLN WAY,AMES,50010,,85,STORY,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,86691,JACK DANIELS TENNESSEE FIRE MINI,12,500,9.06,13.59,1,13.59,0.5,0.13
INV-18307100031,03/22/2019,4866,TOBACCO HUT #18 / COUNCIL BLUFFS,429 VETERANS MEMORIAL,COUNCIL BLUFFS,51501,POINT (-95.851844 41.219624),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,2,22.06,0.6,0.15
