Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-18167400002,03/15/2019,4743,FAMILY FARE #791,1801 VALLEY VIEW DR,COUNCIL BLUFFS,51503,POINT (-95.81877500000002 41.24394),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18999400017,04/26/2019,5338,KUM & GO #539/ NW 2ND AVE,5050 NW 2ND AVE,DES MOINES,50313,,77,POLK,1032100,IMPORTED VODKAS,35,BACARDI USA INC,34433,GREY GOOSE,12,750,18.49,27.74,1,27.74,0.75,0.19
INV-18295300038,03/22/2019,5259,GAMEDAY LIQUOR,924 LOCUST ST,GLENWOOD,51534,POINT (-95.916235 41.284951),65,MILLS,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10626,CANADIAN CLUB WHISKY,12,750,8,12,2,24,1.5,0.39
INV-18361600016,03/26/2019,5092,KUM & GO #2035 / WEST DES MOINES,7265 VISTA DR,WEST DES MOINES,50265,POINT (-93.80783900000002 41.589057),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,6,72,2.25,0.59
INV-17963000002,03/06/2019,3949,WAL-MART 0751 / PELLA,1650 WASHINGTON ST,PELLA,50219,POINT (-92.933676 41.410379),63,MARION,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,24,561.36,18,4.75
INV-18008000001,03/08/2019,2668,HY-VEE FOOD STORE / LEON,1004 W 1ST ST,LEON,50144,POINT (-93.757827 40.739645),27,DECATUR,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18336800029,03/25/2019,2573,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70,MUSCATINE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99,2,95.98,3.5,0.92
INV-18123400063,03/13/2019,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,,82,SCOTT,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,12,233.88,21,5.54
INV-18422800015,03/28/2019,4405,KUM & GO #92 / ANKENY,1025 E  1ST ST,ANKENY,50021,POINT (-93.58166 41.731869),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,2,46.78,1.5,0.39
INV-18062200013,03/11/2019,5642,WASPY'S TRUCK STOP,2079 HWY 71,AUDUBON,50025,POINT (-94.925086 41.705438),5,AUDUBON,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,4,93.56,3,0.79
INV-18282600011,03/21/2019,4810,KUM & GO #518 / ANKENY,3603 NE OTTERVIEW CIRCLE,ANKENY,50021,POINT (-93.572458 41.760989),77,POLK,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10626,CANADIAN CLUB WHISKY,12,750,8,12,12,144,9,2.37
INV-17896800013,03/04/2019,4633,KWIK SHOP #520 / CARTER LAKE,1202 EAST LOCUST ST,CARTER LAKE,51510,,78,POTTAWATTAMIE,1022100,MIXTO TEQUILA,395,PROXIMO,89193,JOSE CUERVO ESPECIAL REPOSADO,48,200,3,4.5,4,18,0.8,0.21
INV-18199400032,03/18/2019,5482,IOWA MINI MART,234 W 3RD ST,DAVENPORT,52801,POINT (-90.576054 41.522413),82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10834,CROWN ROYAL BLACK,24,375,8.25,12.38,2,24.76,0.75,0.19
INV-18339100015,03/25/2019,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.879662 41.261925),78,POTTAWATTAMIE,1012200,SCOTCH WHISKIES,421,SAZERAC COMPANY  INC,10009,SCORESBY RARE SCOTCH,12,1000,6.74,10.11,12,121.32,12,3.17
INV-18447900019,03/29/2019,3728,BREWSKI'S BEVERAGE,726 CREEK TOP,COUNCIL BLUFFS,51503,POINT (-95.854809 41.262316),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,2,46.78,1.5,0.39
INV-18340900013,03/25/2019,5078,CASEY'S GENERAL STORE #2096 / COUNCI,2301 S 24TH ST,COUNCIL BLUFFS,51501,POINT (-95.879335 41.238763),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18229000015,03/19/2019,4265,KWIK STOP 3 / WATERLOO,1104 WASHINGTON ST,WATERLOO,50702,POINT (-92.336965 42.489106),7,BLACK HAWK,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18223100049,03/19/2019,2200,SAC LIQUOR STORE,619 E MAIN ST,SAC CITY,50583,POINT (-94.974011 42.421341),81,SAC,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,3,30.39,2.25,0.59
INV-18134900015,03/14/2019,3420,SAM'S CLUB 6344 / WINDSOR HEIGHTS,1101  73RD ST,WINDSOR HEIGHTS,50311,POINT (-93.718027 41.599172),77,POLK,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,18,391.5,31.5,8.32
INV-18363000001,03/26/2019,4956,THE COOLER,"4920, JOHNSON AVE NW",CEDAR RAPIDS,52405,POINT (-91.734311 41.967997),57,LINN,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-17885900010,03/04/2019,4972,QUILLINS QUALITY FOODS MONONA,808 S MAIN ST,MONONA,52159,POINT (-91.389805 43.044875),22,CLAYTON,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,4,40.52,3,0.79
INV-18036600005,03/11/2019,5361,LIQUORLAND,624 ANGULAR ST.,BURLINGTON,52601,POINT (-91.107638 40.802397),29,DES MOINES,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10788,CROWN ROYAL VANILLA MINI,10,300,7.35,11.03,2,22.06,0.6,0.15
INV-17912500014,03/05/2019,4714,WALGREENS #05943 / INDIANOLA,1000 N JEFFERSON ST,INDIANOLA,50125,,91,WARREN,1031100,AMERICAN VODKAS,434,LUXCO INC,36308,HAWKEYE VODKA,6,1750,7.17,10.76,12,129.12,21,5.54
INV-18122200004,03/13/2019,4135,FAREWAY STORES #925 / ALTOONA,620 SE 8TH ST,ALTOONA,50009,POINT (-93.458606 41.644082000000004),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,12,280.68,9,2.37
INV-18243300022,03/20/2019,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.869285 42.094155),6,BENTON,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,1,10.13,0.75,0.19
INV-18419100012,03/28/2019,4406,KUM & GO #4020 / ANKENY,1910 SW WHITE BIRCH CIRCLE,ANKENY,50023,POINT (-93.62657100000001 41.701905),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,6,72,2.25,0.59
INV-18257500025,03/20/2019,2543,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,POINT (-92.438463 41.01558),90,WAPELLO,1031100,AMERICAN VODKAS,229,DEHNER DISTILLERY,36873,BLUE OX VODKA,12,750,3,4.5,12,54,9,2.37
INV-18158400003,03/15/2019,2655,HY-VEE FOOD STORE / CLARINDA,1200 S 16TH ST,CLARINDA,51632,POINT (-95.037849 40.726808),73,PAGE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18395000031,03/27/2019,2853,CVS PHARMACY #10452  /  AMES,2420 LINCOLN WAY,AMES,50014,POINT (-93.649579 42.022745),85,STORY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,6,140.34,4.5,1.18
INV-17962600011,03/06/2019,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POINT (-93.519187 41.598109),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10836,CROWN ROYAL BLACK,12,750,17,25.5,1,25.5,0.75,0.19
INV-18413500052,03/28/2019,2652,HY-VEE DRUGSTORE / MASON CITY,875  4TH ST SW,MASON CITY,50401,POINT (-93.213856 43.148257),17,CERRO GORDO,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18437200002,03/29/2019,4537,CASEY'S GENERAL STORE #1834 / LEON,401 NW CHURCH ST,LEON,50144,POINT (-93.747901 40.742126),27,DECATUR,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,1,19.49,1.75,0.46
INV-17995200002,03/07/2019,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18405100005,03/27/2019,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10789,CROWN ROYAL VANILLA,44,200,4.72,7.08,4,28.32,0.8,0.21
INV-17950000020,03/06/2019,3783,DYNO'S WINE AND SPIRITS / POCAHONTAS,14 1/2 E ELM,POCAHONTAS,50574,POINT (-94.66731100000001 42.732607),76,POCAHONTAS,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,4,40.52,3,0.79
INV-18513300011,04/02/2019,5151,IDA LIQUOR,"500, HWY 175",IDA GROVE,51445,,47,IDA,1031100,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,38088,PLATINUM 7X VODKA,6,1750,9.44,14.16,6,84.96,10.5,2.77
INV-18387800018,03/27/2019,5003,FAMOUS LIQUORS,2604 W LOCUST ST,DAVENPORT,52804,POINT (-90.615542 41.538186),82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99,6,287.94,10.5,2.77
INV-18241800007,03/20/2019,5005,LAURENS FOOD PRIDE,410 W MAIN ST,LAURENS,50554,,76,POCAHONTAS,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11788,BLACK VELVET,6,1750,10.45,15.68,6,94.08,10.5,2.77
INV-18075800149,03/12/2019,2527,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POINT (-93.602372 41.526289),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,24,288,9,2.37
INV-18077500006,03/12/2019,2624,HY-VEE #2 / DUBUQUE,2395 NW ARTERIAL RD,DUBUQUE,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,180,4210.2,135,35.66
INV-18019200040,03/08/2019,4015,WAL-MART 0749 / AMES,3015 GRAND AVE,AMES,50010,POINT (-93.62068300000001 42.05242),85,STORY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,36,842.04,27,7.13
INV-18049000028,03/11/2019,5338,KUM & GO #539/ NW 2ND AVE,5050 NW 2ND AVE,DES MOINES,50313,,77,POLK,1031100,AMERICAN VODKAS,205,E & J GALLO WINERY,36968,NEW AMSTERDAM 80PRF,24,375,3.5,5.25,10,52.5,3.75,0.99
INV-17957300012,03/06/2019,2501,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,POINT (-93.619455 42.022848),85,STORY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,4.72,7.08,6,42.48,1.2,0.31
INV-18100800034,03/13/2019,2566,HY-VEE FOOD STORE / KNOXVILLE,813 N LINCOLN STE 1,KNOXVILLE,50138,,63,MARION,1052100,IMPORTED BRANDIES,420,MOET HENNESSY USA,48105,HENNESSY VS,12,375,10.74,16.11,3,48.33,1.12,0.29
INV-18261300023,03/20/2019,4888,CIRCLE S BLUFF STOP,302 1ST ST,SERGEANT BLUFF,51054,POINT (-96.361378 42.400333),97,WOODBURY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,1,23.39,0.75,0.19
INV-17918900075,03/05/2019,5402,CITY LIQUOR,425 S GILBERT STREET,IOWA CITY,52240,POINT (-91.530225 41.656031),52,JOHNSON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,2,24,0.75,0.19
INV-17863000011,03/01/2019,4236,FAREWAY STORES #551 / EAGLE GROVE,205 NW  1ST ST,EAGLE GROVE,50533,POINT (-93.903801 42.665165),99,WRIGHT,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18401900026,03/27/2019,5380,TRANSIT GENERAL STORE,2324 TRANSIT PLAZA,SIOUX CITY,51106,POINT (-96.378682 42.476368),97,WOODBURY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,2,24,0.75,0.19
INV-18278600011,03/21/2019,5511,THE DEPOT NORTH LIBERTY,1290 S DUBUQUE ST,NORTH LIBERTY,52317,,52,JOHNSON,1012400,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,15.99,23.99,2,47.98,1.5,0.39
INV-18433900025,03/28/2019,3831,THE MARKET OF MADRID,301 ANNEX RD,MADRID,50156,POINT (-93.815365 41.87894000000001),8,BOONE,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10625,CANADIAN CLUB WHISKY PET,12,750,8,12,4,48,3,0.79
INV-18408100024,03/27/2019,4162,FAREWAY STORES #963 / CEDAR RAPIDS,4220  16TH AVE SW,CEDAR RAPIDS,52404,POINT (-91.726726 41.963791),57,LINN,1701100,TEMPORARY & SPECIALTY PACKAGES,305,MHW LTD,100466,FRAPPACHATA 100ML ORIGINAL DISPENSER PACK,4,2400,21.75,32.63,1,32.63,2.4,0.63
INV-18108600026,03/13/2019,5556,CASEY'S GENERAL STORE #2891 / FORT DODGE,235 AVE O,FORT DODGE,50501,POINT (-94.20311 42.48687),94,WEBSTER,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,10,110.3,3,0.79
INV-18122200025,03/13/2019,4135,FAREWAY STORES #925 / ALTOONA,620 SE 8TH ST,ALTOONA,50009,POINT (-93.458606 41.644082000000004),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-17951000017,03/06/2019,5293,THE BOONEDOCKS,"228, N HWY 71",ARNOLDS PARK,51331,POINT (-95.125928 43.370941),30,DICKINSON,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57,3,43.71,3,0.79
INV-18199700008,03/18/2019,3882,KWIK SHOP #579 / DAVENPORT,2805 TELEGRAPH RD,DAVENPORT,52802,,82,SCOTT,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11774,BLACK VELVET,24,375,3.07,4.61,10,46.1,3.75,0.99
INV-17936500004,03/05/2019,2604,HY-VEE WINE AND SPIRITS / LEMARS,1201 12TH AVE SW,LEMARS,51031,POINT (-96.18335000000002 42.778257),75,PLYMOUTH,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,6,130.5,10.5,2.77
INV-18285200079,03/21/2019,2535,HY-VEE FOOD STORE #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,,77,POLK,1041100,AMERICAN DRY GINS,370,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,6,30.54,2.25,0.59
INV-18101600021,03/13/2019,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772,POINT (-91.128389 41.771753),16,CEDAR,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10626,CANADIAN CLUB WHISKY,12,750,8,12,3,36,2.25,0.59
INV-17934200041,03/05/2019,5423,STAMMER LIQUOR CORP,615 2ND AVE,SHELDON,51201,POINT (-95.854899 43.184242),71,O'BRIEN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,1,23.39,0.75,0.19
INV-18185300042,03/18/2019,3784,HARTIG DRUG #14 / INDEPENDENCE,200  1ST ST EAST,INDEPENDENCE,50644,POINT (-91.893016 42.468721),10,BUCHANAN,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18011100002,03/08/2019,5210,DING'S HONK'N HOLLER,"900, E  WASHINGTON  ST",CLARINDA,51632,POINT (-95.027238 40.739231),73,PAGE,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,6,130.5,10.5,2.77
INV-17961300008,03/06/2019,4298,TERRY'S FOOD CENTER,305 CRISMAN ST,DYSART,52224,POINT (-92.30769 42.171406),86,TAMA,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18247400009,03/20/2019,4254,FAREWAY STORES #849 / EMMETSBURG,2008  12TH ST,EMMETSBURG,50536,,74,PALO ALTO,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-17908300061,03/04/2019,3918,SMOKIN' JOE'S #1 TOBACCO AND LIQUOR OUTLET,3120 ROCKINGHAM RD,DAVENPORT,52802,POINT (-90.621541 41.510082),82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18017400026,03/08/2019,5596,PIRILLO BEVERAGE,1011 S FREDERICK,OELWEIN,50662,POINT (-91.913571 42.663529),33,FAYETTE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99,6,287.94,10.5,2.77
INV-18000600012,03/07/2019,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99,6,287.94,10.5,2.77
INV-18423800009,03/28/2019,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99,6,287.94,10.5,2.77
INV-18233500016,03/19/2019,3695,MRS. B'S LIQUOR,623 S MARION ST,REMSEN,51050,POINT (-95.977022 42.808951),75,PLYMOUTH,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,2,24,0.75,0.19
INV-18080300004,03/12/2019,4171,"BROTHERS MARKET, INC. / CASCADE",105 SE NIXON ST,CASCADE,52033,POINT (-90.993859 42.3036),31,DUBUQUE,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57,12,174.84,12,3.17
INV-18274400013,03/21/2019,3664,SHADE TREE LIQUORS,90 10TH ST S,NORTHWOOD,50459,POINT (-93.218339 43.443739),98,WORTH,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-17883300034,03/04/2019,4910,PRIME MART #3 / WATERLOO,1008 LAPORTE RD,WATERLOO,50702,POINT (-92.322988 42.47658),7,BLACK HAWK,1701100,TEMPORARY & SPECIALTY PACKAGES,370,PERNOD RICARD USA,100444,JAMESON W/2-50MLS,6,850,15.99,23.99,6,143.94,5.1,1.34
INV-18112700024,03/13/2019,5465,KUM & GO #1215 / AMES,4506 LINCOLN WAY,AMES,50010,,85,STORY,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-18365100055,03/26/2019,2200,SAC LIQUOR STORE,619 E MAIN ST,SAC CITY,50583,POINT (-94.974011 42.421341),81,SAC,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,6,170.04,6,1.58
INV-18123500002,03/13/2019,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,,82,SCOTT,1081400,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84207,99 ROOT BEER MINI,10,600,6,9,20,180,12,3.17
INV-18329900022,03/25/2019,5662,RIVERSIDE LIQUOR 2 / DAVENPORT,1528 W LOCUST,DAVENPORT,52804,POINT (-90.59739400000001 41.53826),82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18428700037,03/28/2019,4373,KUM & GO #74 / WEST DES MOINES,141 S JORDAN CREEK PKWY,WEST DES MOINES,50266,POINT (-93.809458 41.567246),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,6,66.18,1.8,0.47
INV-18305700024,03/22/2019,2585,HY-VEE WINE AND SPIRITS / ALGONA,1516 HIGHWAY 169 NORTH,ALGONA,50511,POINT (-94.236003 43.081288),55,KOSSUTH,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,6,130.5,10.5,2.77
INV-18400000001,03/27/2019,2548,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POINT (-93.465301 41.644041),77,POLK,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38178,TITOS HANDMADE VODKA,6,1750,19,28.5,36,1026,63,16.64
INV-18275900006,03/21/2019,5501,QUIK TRIP #530 / EUCLID,1424 E EUCLID AVE,DES MOINES,50313,,77,POLK,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11771,BLACK VELVET MINI,10,600,6.8,10.2,4,40.8,2.4,0.63
INV-18452400034,03/29/2019,4738,CASEY'S GENERAL STORE #2284 / COUNCIL BLUFFS,"1030, VETERAN MEMORIAL HWY",COUNCIL BLUFFS,51501,POINT (-95.860337 41.219703),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,4.72,7.08,6,42.48,1.2,0.31
INV-17960800007,03/06/2019,4439,CENTER POINT FOODS,800 FORD LANE,CENTER POINT,52213,POINT (-91.775735 42.177736),57,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-17949000050,03/06/2019,2806,OSCO #1118 / CLINTON,1307 N SECOND,CLINTON,52732,POINT (-90.184797 41.858932),23,CLINTON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,6,72,2.25,0.59
INV-18143300052,03/14/2019,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,POLK,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57,1,14.57,1,0.26
INV-17905400038,03/04/2019,3712,MONTE SPIRITS,109 N 4TH ST,MONTEZUMA,50171,POINT (-92.523692 41.585429),79,POWESHIEK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99,2,95.98,3.5,0.92
INV-17922800003,03/05/2019,2649,HY-VEE #3 / DUBUQUE,400 LOCUST ST,DUBUQUE,52001,POINT (-90.666497 42.49721900000001),31,DUBUQUE,1012200,SCOTCH WHISKIES,421,SAZERAC COMPANY  INC,10008,SCORESBY RARE SCOTCH,6,1750,10.5,15.75,6,94.5,10.5,2.77
INV-18001800040,03/07/2019,2593,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401,POINT (-94.853591 42.064155),14,CARROLL,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-18129100040,03/13/2019,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659875 41.97574),57,LINN,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
